,VEHICLE_PICTURE,OVERALL_STARS,OVERALL_FRNT_STARS,FRNT_DRIV_STARS,FRNT_PASS_STARS,FRNT_FOOT_NOTES_DRIV,FRNT_FOOT_NOTES_PASS,FRNT_SAFETY_CONCERN_DRIV,FRNT_SAFETY_CONCERN_PASS,FRNT_CRASH_PICTURE,FRNT_CRASH_VIDEO,OVERALL_SIDE_STARS,SIDE_DRIV_STARS,SIDE_PASS_STARS,SIDE_FOOT_NOTES_DRIV,SIDE_FOOT_NOTES_PASS,SIDE_SAFETY_CONCERN_DRIV,SIDE_SAFETY_CONCERN_PASS,SIDE_CRASH_PICTURE,SIDE_CRASH_VIDEO,ROLLOVER_STARS,ROLLOVER_STARS_2,ROLLOVER_POSSIBILITY,ROLLOVER_POSSIBILITY_2,ROLL_FOOT_NOTES,ROLL_SAFETY_CONCERN,SIDE_POLE_STARS,POLE_FOOT_NOTES,POLE_SAFETY_CONCERN,SIDE_POLE_PICTURE,SIDE_POLE_VIDEO,NHTSA_ESC,NHTSA_FRNT_COLLISION_WARNING,NHTSA_LANE_DEPARTURE_WARNING,NHTSA_BACKUP_CAMERA,COMPLAINTS_COUNT,RECALLS_COUNT,INVESTIGATIONS_COUNT,MODEL_YR,MAKE,MODEL,MMY,VEHICLE_ID
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Standard,Standard,,0,0,0,2018,VOLVO,S90 T6,2018 Volvo S90 T6 4 DR AWD,12086
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Standard,Standard,,0,0,0,2018,VOLVO,S90 T6,2018 Volvo S90 T6 4 DR FWD,12081
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Standard,Standard,,0,0,0,2018,VOLVO,S90 T8,2018 Volvo S90 T8 4 DR AWD,12082
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,Optional,,0,0,0,2018,VOLVO,V60,2018 Volvo V60 SW AWD,12070
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,Optional,,0,0,0,2018,VOLVO,V60,2018 Volvo V60 SW FWD,12071
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,Optional,,0,0,0,2018,VOLVO,V60 CC,2018 Volvo V60 CC SW AWD,12072
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,0,0,2018,VOLVO,V90 CC,2018 Volvo V90 CC SW AWD,12073
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Standard,Standard,,0,0,0,2018,VOLVO,V90 T5,2018 Volvo V90 T5 SW AWD,12084
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Standard,Standard,,0,0,0,2018,VOLVO,V90 T6,2018 Volvo V90 T6 SW AWD,12085
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,0,0,2018,VOLVO,XC60 T5,2018 Volvo XC60 T5 SUV AWD,12077
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,0,0,2018,VOLVO,XC60 T5,2018 Volvo XC60 T5 SUV FWD,12076
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,0,0,2018,VOLVO,XC60 T6,2018 Volvo XC60 T6 SUV AWD,12075
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,0,0,2018,VOLVO,XC60 T6,2018 Volvo XC60 T6 SUV FWD,12074
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,0,0,2018,VOLVO,XC60 T8,2018 Volvo XC60 T8 SUV AWD,12079
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09557P080.jpg,5,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09557P081.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09557C018.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09560P104.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09560C014.wmv,4,Not Rated,0.179,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09559P072.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09559C014.wmv,,Standard,Standard,,0,0,0,2018,VOLVO,XC90 T5,2018 Volvo XC90 T5 SUV AWD,12066
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09557P080.jpg,Not Rated,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09557P081.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09557C018.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09560P104.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09560C014.wmv,Not Rated,Not Rated,0.0,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09559P072.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09559C014.wmv,,Standard,Standard,,0,0,0,2018,VOLVO,XC90 T5,2018 Volvo XC90 T5 SUV FWD,12065
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09557P080.jpg,5,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09557P081.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09557C018.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09560P104.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09560C014.wmv,4,Not Rated,0.179,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09559P072.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09559C014.wmv,,Standard,Standard,,0,0,0,2018,VOLVO,XC90 T6,2018 Volvo XC90 T6 SUV AWD,12067
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09557P080.jpg,Not Rated,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09557P081.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09557C018.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09560P104.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09560C014.wmv,Not Rated,Not Rated,0.0,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09559P072.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09559C014.wmv,,Standard,Standard,,0,0,0,2018,VOLVO,XC90 T6,2018 Volvo XC90 T6 SUV FWD,12068
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09696P080.jpg,5,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09696P081.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09696C018.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09697P104.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09697C014.wmv,4,Not Rated,0.159,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2018/v09698P072.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2018/v09698C014.wmv,,,,,0,0,0,2018,VOLVO,XC90 T8,2018 Volvo XC90 T8 SUV AWD,12069
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09252P002.jpg,5,4,5,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09252P001.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09252C001.wmv,5,5,5,,"Although not included in the star rating, the rear passenger's thoracic and abdominal rib deflection values were elevated. ",,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09254P104.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09254C012.wmv,4,Not Rated,0.107,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09253P072.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09253C012.wmv,,Optional,Optional,Standard,1,0,0,2017,ACURA,ILX,2017 Acura ILX 4 DR FWD,11015
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v08385P085.jpg,5,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v08385P084.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v08385C016.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v08384P105.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v08384C012.wmv,4,Not Rated,0.164,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v08386P073.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v08386C012.wmv,,Standard,Standard,,9,0,0,2017,ACURA,MDX,2017 Acura MDX SUV AWD,11039
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v08385P085.jpg,5,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v08385P084.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v08385C016.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v08384P105.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v08384C012.wmv,4,Not Rated,0.164,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v08386P073.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v08386C012.wmv,,Standard,Standard,,9,0,0,2017,ACURA,MDX,2017 Acura MDX SUV FWD,11040
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,0,0,2017,ACURA,NSX,2017 Acura NSX 2 DR AWD,11520
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v08358P085.jpg,5,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v08358P084.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v08358C016.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09299P104.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09299C012.wmv,4,Not Rated,0.155,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09300P072.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09300C012.wmv,,Optional,Optional,Standard,9,1,0,2017,ACURA,RDX,2017 Acura RDX SUV AWD,11017
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v08358P085.jpg,5,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v08358P084.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v08358C016.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09299P104.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09299C012.wmv,4,Not Rated,0.164,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09300P072.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09300C012.wmv,,Optional,Optional,Standard,9,1,0,2017,ACURA,RDX,2017 Acura RDX SUV FWD,11016
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09166P086.jpg,5,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09166P085.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09166C016.wmv,5,5,5,,"Although not included in the star rating, the rear passenger's abdominal rib deflection was elevated. ",,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09168P001.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09168C011.wmv,5,Not Rated,0.097,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09167P072.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09167C012.wmv,,Standard,Standard,Standard,0,0,0,2017,ACURA,RLX,2017 Acura RLX 4 DR FWD,11070
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09068P086.jpg,5,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09068P085.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09068C016.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09067P105.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09067C012.wmv,5,Not Rated,0.098,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09066P073.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09066C012.wmv,,Optional,Optional,Standard,2,0,0,2017,ACURA,TLX,2017 Acura TLX 4 DR AWD,11018
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09068P086.jpg,5,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09068P085.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09068C016.wmv,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09067P105.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09067C012.wmv,5,Not Rated,0.098,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09066P073.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09066C012.wmv,,Optional,Optional,Standard,2,0,0,2017,ACURA,TLX,2017 Acura TLX 4 DR FWD,11019
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,0,0,2017,ALFA,ROMEO 4C,2017 Alfa Romeo 4C 2 DR 2WD,11413
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,0,0,2017,ALFA,ROMEO 4C SPIDER,2017 Alfa Romeo 4C Spider 2WD,11414
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09005P005.jpg,5,4,4,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09005P087.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09005C016.wmv,5,5,5,,These ratings do not apply to vehicles with optional torso/pelvis side air bags in the second row.,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09008P108.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09008C012.wmv,4,Not Rated,0.109,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09007P079.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09007C012.wmv,,Optional,Optional,,7,2,0,2017,AUDI,A3,2017 Audi A3 4 DR AWD,11043
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09005P005.jpg,5,4,4,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09005P087.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09005C016.wmv,5,5,5,,These ratings do not apply to vehicles with optional torso/pelvis side air bags in the second row.,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09008P108.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09008C012.wmv,4,Not Rated,0.109,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09007P079.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09007C012.wmv,,Optional,Optional,,7,2,0,2017,AUDI,A3,2017 Audi A3 4 DR FWD,11044
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,Optional,,7,2,0,2017,AUDI,A3,2017 Audi A3 C AWD,11388
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,Optional,,7,2,0,2017,AUDI,A3,2017 Audi A3 C FWD,11389
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,Optional,,7,2,0,2017,AUDI,A3 SPORTBACK E-TRON,2017 A3 Sportback e-tron FWD,11357
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09992P080.jpg,5,4,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09992P081.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09992C017.wmv,5,5,5,,These ratings do not apply to vehicles with optional torso/pelvis side air bags in the rear seat,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09995P104.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09995C013.wmv,5,Not Rated,0.099,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09993P072.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09993C014.wmv,,Standard,Optional,,10,3,0,2017,AUDI,A4,2017 Audi A4 4 DR AWD,11359
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09992P080.jpg,5,4,4,4,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09992P081.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09992C017.wmv,5,5,5,,These ratings do not apply to vehicles with optional torso/pelvis side air bags in the rear seat,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09995P104.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09995C013.wmv,5,Not Rated,0.099,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v09993P072.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v09993C014.wmv,,Standard,Optional,,10,3,0,2017,AUDI,A4,2017 Audi A4 4 DR FWD,11360
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,1,2,0,2017,AUDI,A5,2017 Audi A5 2 DR AWD,11363
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,1,2,0,2017,AUDI,A5,2017 Audi A5 C AWD,11361
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v08520P086.jpg,5,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v08520P085.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v08520C016.wmv,5,5,5,,These ratings do not apply to vehicles with optional torso/pelvis side air bags in the second row.,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v08525P109.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v08525C012.wmv,5,Not Rated,0.09,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v08524P073.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v08524C012.wmv,,Optional,,,1,1,0,2017,AUDI,A6,2017 Audi A6 4 DR AWD,11047
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v08520P086.jpg,5,5,5,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v08520P085.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v08520C016.wmv,5,5,5,,These ratings do not apply to vehicles with optional torso/pelvis side air bags in the second row.,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v08525P109.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v08525C012.wmv,5,Not Rated,0.09,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v08524P073.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v08524C012.wmv,,Optional,,,1,1,0,2017,AUDI,A6,2017 Audi A6 4 DR FWD,11046
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,,,1,2,0,2017,AUDI,A7,2017 Audi A7 4 DR AWD,11365
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,,,0,0,0,2017,AUDI,A8 LWB,2017 Audi A8 LWB 4 DR AWD,11368
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,5,5,5,,,,,,,Not Rated,Not Rated,0.099,0,,,5,,,,,,Standard,Optional,,0,0,0,2017,AUDI,ALLROAD,2017 Audi Allroad SW AWD,11358
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,1,2,0,2017,AUDI,Q3,2017 Audi Q3 SUV AWD,11371
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,1,2,0,2017,AUDI,Q3,2017 Audi Q3 SUV FWD,11370
0,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v08538P082.jpg,4,4,4,5,,,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v08538P083.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v08538C020.wmv,5,5,5,,These ratings do not apply to vehicles with optional torso/pelvis side air bags in the second row,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v08536P106.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v08536C013.wmv,4,Not Rated,0.151,0,,,5,,,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/images/2017/v08532P072.jpg,http://www.safercar.gov/staticfiles/DOT/safercar/ncapmedia/movies/2017/v08532C014.wmv,,Optional,,,3,4,0,2017,AUDI,Q5,2017 Audi Q5 SUV AWD,11049
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Standard,Optional,,18,5,0,2017,AUDI,Q7,2017 Audi Q7 SUV AWD,11372
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,0,0,2017,AUDI,R8,2017 Audi R8 2 DR AWD,11373
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,Optional,,,0,0,0,2017,AUDI,RS7,2017 Audi RS7 4 DR AWD,11367
0,,5,4,4,5,,,,,,,5,5,5,,These ratings do not apply to vehicles with optional torso/pelvis side air bags in the second row.,,,,,4,Not Rated,0.109,0,,,5,,,,,,Optional,Optional,,0,1,0,2017,AUDI,S3,2017 Audi S3 4 DR AWD,11045
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,1,0,2017,AUDI,S5,2017 Audi S5 2 DR AWD,11364
0,,Not Rated,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,Not Rated,,,,,,,Not Rated,Not Rated,0.0,0,,,Not Rated,,,,,,,,,0,1,0,2017,AUDI,S5,2017 Audi S5 C AWD,11362
